"","overall","age","wage_eur","international_reputation","is_sub","Top_Club","value_eur","height_cm","weight_kg","release_clause_eur"
"490",62,22,1000,1,0,"other",4e+05,183,73,660000
"491",73,21,18000,1,0,"other",6500000,183,75,12400000
"492",52,20,1000,1,1,"other",90000,173,72,140000
"493",67,31,5000,1,1,"other",675000,183,70,1200000
"494",73,21,15000,1,0,"other",6500000,181,77,10400000
"495",69,21,14000,1,1,"other",1500000,185,80,0
"496",67,26,5000,1,1,"other",9e+05,180,74,1900000
"497",63,32,4000,1,1,"other",280000,188,72,490000
"498",74,27,12000,1,0,"other",5e+06,190,88,9300000
"499",82,33,52000,2,0,"Top_20",1e+07,187,81,1.7e+07
"500",61,21,1000,1,0,"other",425000,170,65,999000
"501",69,31,7000,1,0,"other",925000,187,76,1800000
"502",59,20,1000,1,1,"other",210000,191,78,368000
"503",69,23,6000,1,1,"other",1400000,176,69,2200000
"504",67,25,1000,1,1,"other",975000,173,71,0
"505",65,27,1000,1,0,"other",6e+05,174,80,855000
"506",55,22,1000,1,1,"other",110000,188,76,198000
"507",63,23,1000,1,1,"other",525000,182,77,1e+06
"508",60,20,1000,1,1,"other",325000,177,72,764000
"509",76,31,1000,1,0,"other",7e+06,176,79,14700000
"510",71,34,4000,2,0,"other",1200000,176,75,1600000
"511",71,27,7000,1,0,"other",2200000,186,77,3e+06
"512",72,34,23000,2,1,"other",1500000,180,79,2600000
"513",67,25,3000,1,0,"other",950000,183,84,1600000
"514",71,31,20000,1,0,"other",1800000,187,85,3300000
"515",73,23,12000,1,0,"other",6e+06,181,75,13200000
"516",76,25,16000,1,1,"other",9500000,171,75,0
"517",63,29,1000,1,1,"other",350000,178,68,473000
"518",64,18,2000,1,1,"other",875000,185,76,2200000
"519",75,27,1000,1,0,"other",7500000,176,73,17100000
"520",54,21,1000,1,1,"other",1e+05,175,70,195000
"521",72,29,27000,1,0,"other",3e+06,181,64,5100000
"522",62,25,2000,1,1,"other",375000,175,70,497000
"523",62,23,2000,1,0,"other",4e+05,177,77,610000
"524",61,25,1000,1,0,"other",325000,186,77,471000
"525",70,22,10000,1,1,"other",3e+06,172,66,5800000
"526",73,25,11000,1,0,"other",4400000,174,72,7400000
"527",54,21,2000,1,1,"other",110000,169,66,182000
"528",68,26,3000,1,1,"other",950000,188,79,1500000
"529",69,20,4000,1,0,"other",1600000,179,64,2800000
"530",74,32,5000,1,0,"other",3600000,182,75,5100000
"531",75,25,26000,1,1,"other",7500000,178,72,13300000
"532",72,27,11000,1,0,"other",3100000,191,85,4600000
"533",69,28,8000,1,1,"other",9e+05,180,74,1800000
"534",69,24,5000,1,1,"other",1400000,178,77,0
"535",75,29,79000,2,1,"Top_10",5500000,182,70,10500000
"536",53,19,1000,1,1,"other",120000,186,76,261000
"537",59,22,2000,1,0,"other",240000,180,77,396000
"538",69,22,4000,1,0,"other",1400000,175,72,2400000
"539",68,31,7000,1,1,"other",675000,183,87,1e+06
"540",72,33,17000,1,0,"other",1500000,180,72,2400000
"541",66,31,1000,1,1,"other",475000,183,77,641000
"542",70,29,11000,1,0,"other",1500000,193,86,2500000
"543",60,22,1000,1,1,"other",3e+05,187,78,585000
"544",70,24,4000,1,0,"other",2100000,175,70,3300000
"545",65,20,5000,1,1,"other",1e+06,183,76,2700000
"546",74,23,23000,1,1,"other",9e+06,182,76,19800000
"547",69,31,9000,1,0,"other",950000,178,74,1800000
"548",64,30,2000,1,1,"other",375000,180,75,563000
"549",74,21,28000,1,0,"other",7500000,196,94,1.5e+07
"550",79,28,41000,2,1,"Top_30",12500000,179,74,26300000
"551",77,29,38000,2,1,"other",8500000,177,81,0
"552",72,23,28000,1,1,"other",4100000,187,76,7700000
"553",63,32,4000,1,0,"other",290000,176,63,479000
"554",76,27,0,1,0,"other",0,183,79,0
"555",61,37,1000,1,0,"other",80000,184,80,108000
"556",65,29,4000,1,0,"other",550000,178,74,798000
"557",64,20,1000,1,0,"other",875000,182,68,1800000
"558",65,26,2000,1,0,"other",6e+05,175,73,885000
"559",71,29,21000,1,0,"other",2400000,178,83,4500000
"560",72,24,24000,1,1,"other",4200000,173,70,7600000
"561",66,32,1000,1,1,"other",425000,181,77,574000
"562",72,31,10000,1,1,"other",2700000,183,75,4e+06
"563",64,23,2000,1,0,"other",625000,174,68,0
"564",69,29,6000,1,0,"other",875000,193,80,1500000
"565",63,22,1000,1,1,"other",450000,178,75,788000
"566",61,26,1000,1,1,"other",270000,173,64,385000
"567",60,27,1000,1,0,"other",210000,178,71,341000
"568",64,32,3000,1,1,"other",350000,175,66,613000
"569",76,24,16000,1,0,"other",9500000,192,88,1.4e+07
"570",70,21,7000,1,0,"other",2900000,168,65,6e+06
"571",66,24,2000,1,1,"other",8e+05,178,77,0
"572",71,29,6000,1,0,"other",2400000,177,70,4100000
"573",68,28,10000,1,0,"other",8e+05,176,76,1300000
"574",67,30,3000,1,0,"other",725000,178,69,1300000
"575",66,22,3000,1,0,"other",1e+06,175,64,1600000
"576",65,31,2000,1,1,"other",475000,188,83,736000
"577",74,24,30000,1,0,"other",7e+06,176,68,11700000
"578",64,28,3000,1,1,"other",450000,181,74,608000
"579",57,22,1000,1,1,"other",130000,181,76,254000
"580",69,25,6000,1,1,"other",1200000,185,77,2500000
"581",75,34,22000,2,1,"other",3500000,186,81,4600000
"582",71,26,15000,1,0,"other",2800000,175,68,3700000
"583",58,19,1000,1,1,"other",280000,185,78,665000
"584",67,35,8000,1,1,"other",220000,184,72,418000
"585",69,33,9000,1,0,"other",5e+05,189,78,1e+06
"586",66,26,3000,1,0,"other",750000,172,70,0
"587",79,27,38000,2,0,"other",13500000,182,78,0
"588",69,34,3000,1,0,"other",550000,184,72,743000
"589",65,23,2000,1,0,"other",625000,170,71,984000
"590",74,26,38000,2,1,"other",7e+06,193,91,0
"591",54,19,1000,1,1,"other",150000,178,73,311000
"592",62,22,1000,1,1,"other",425000,170,73,701000
"593",57,21,1000,1,1,"other",190000,163,65,295000
"594",70,23,25000,1,1,"Top_20",2400000,184,77,4600000
"595",63,24,6000,1,1,"other",5e+05,175,61,950000
"596",48,18,1000,1,1,"other",50000,178,70,88000
"597",65,26,2000,1,0,"other",650000,180,67,1200000
"598",70,35,3000,1,1,"other",5e+05,174,72,8e+05
"599",69,24,4000,1,0,"other",1300000,186,75,0
"600",66,22,7000,1,1,"other",9e+05,178,68,1900000
"601",66,25,8000,1,1,"other",7e+05,177,72,1400000
"602",68,23,5000,1,0,"other",1200000,180,80,1800000
"603",76,31,12000,1,0,"other",7e+06,177,72,9100000
"604",69,25,7000,1,1,"other",1300000,172,73,2100000
"605",74,25,16000,1,0,"other",7e+06,169,70,1.1e+07
"606",65,24,3000,1,1,"other",775000,183,77,0
"607",81,35,59000,3,0,"Top_30",8e+06,175,67,15200000
"608",56,18,1000,1,1,"other",170000,179,72,446000
"609",73,29,8000,1,0,"other",3900000,167,65,5900000
"610",64,19,2000,1,1,"Top_10",975000,167,60,2700000
"611",67,26,5000,1,1,"other",9e+05,168,62,2e+06
"612",75,27,46000,1,1,"other",7500000,183,75,14800000
"613",66,25,4000,1,1,"other",850000,180,72,1400000
"614",73,30,11000,1,0,"other",3200000,186,85,5200000
"615",67,25,2000,1,0,"other",925000,174,70,1400000
"616",75,26,23000,1,0,"Top_30",8e+06,181,84,12600000
"617",68,36,2000,1,0,"other",180000,185,75,279000
"618",67,22,2000,1,1,"other",925000,168,75,1500000
"619",72,34,10000,1,0,"other",1600000,176,85,2300000
"620",79,32,15000,3,0,"Top_20",8e+06,189,77,1.6e+07
"621",49,19,1000,1,1,"other",60000,182,69,131000
"622",60,22,1000,1,0,"other",280000,180,72,511000
"623",56,18,1000,1,1,"other",170000,182,71,404000
"624",68,29,4000,1,1,"other",775000,193,84,1e+06
"625",58,19,1000,1,1,"other",220000,188,74,363000
"626",60,19,1000,1,1,"other",375000,179,70,1100000
"627",84,29,67000,2,0,"other",30500000,172,63,5.8e+07
"628",70,25,5000,1,0,"other",2100000,180,74,4e+06
"629",64,30,1000,1,1,"other",350000,179,70,613000
"630",68,22,4000,1,0,"other",1300000,183,76,0
"631",72,24,13000,1,0,"other",3900000,182,76,8200000
"632",65,22,1000,1,1,"other",925000,189,72,0
"633",66,29,1000,1,1,"other",650000,183,77,878000
"634",69,30,5000,1,0,"other",825000,170,67,1300000
"635",66,23,1000,1,1,"other",9e+05,171,65,1400000
"636",69,26,7000,1,0,"other",1100000,187,83,1800000
"637",72,28,6000,1,0,"other",3e+06,188,84,4600000
"638",67,26,2000,1,0,"other",825000,185,77,1100000
"639",83,31,135000,3,1,"Top_10",22500000,179,72,37100000
"640",64,28,1000,1,1,"other",375000,180,76,506000
"641",57,20,1000,1,1,"other",170000,185,70,332000
"642",70,22,11000,1,1,"other",2700000,170,72,6200000
"643",53,17,1000,1,1,"other",1e+05,187,81,188000
"644",67,21,2000,1,1,"other",1300000,182,76,2500000
"645",64,25,4000,1,1,"other",6e+05,181,71,1100000
"646",71,22,3000,1,0,"other",3800000,181,80,6800000
"647",83,29,31000,3,0,"Top_30",2.2e+07,180,72,30800000
"648",68,33,6000,1,0,"other",425000,185,87,744000
"649",68,24,3000,1,1,"other",1100000,185,83,2200000
"650",71,22,1000,1,0,"other",3500000,179,72,8100000
"651",67,30,3000,1,1,"other",725000,185,79,1100000
"652",59,20,1000,1,0,"other",280000,181,75,553000
"653",55,19,2000,1,1,"other",130000,174,69,254000
"654",70,31,4000,1,1,"other",1300000,180,79,2100000
"655",62,22,1000,1,0,"other",450000,175,70,743000
"656",64,19,3000,1,1,"other",6e+05,172,70,1400000
"657",65,28,2000,1,0,"other",525000,187,80,958000
"658",63,25,1000,1,0,"other",450000,187,74,653000
"659",76,32,1000,2,0,"other",4900000,189,85,10900000
"660",76,27,43000,2,0,"other",8e+06,186,85,0
"661",69,27,8000,1,1,"other",1200000,186,84,1600000
"662",53,21,2000,1,1,"other",1e+05,178,69,175000
"663",63,21,1000,1,0,"other",625000,180,70,1100000
"664",69,34,5000,1,1,"other",375000,170,65,6e+05
"665",71,22,19000,1,1,"other",3300000,188,80,6300000
"666",60,17,1000,1,1,"other",425000,170,68,1100000
"667",60,33,1000,1,1,"other",120000,168,70,210000
"668",61,26,1000,1,0,"other",3e+05,185,78,398000
"669",55,18,1000,1,1,"other",150000,178,75,356000
"670",59,19,1000,1,0,"other",230000,179,65,334000
"671",69,23,15000,1,0,"other",1500000,188,78,3100000
"672",66,28,5000,1,1,"other",650000,173,69,1e+06
"673",60,21,2000,1,1,"other",450000,173,64,1100000
"674",72,26,12000,1,0,"other",3700000,166,64,0
"675",75,20,54000,1,1,"Top_10",1e+07,183,76,2.1e+07
"676",63,19,1000,1,1,"other",6e+05,175,70,9e+05
"677",56,20,2000,1,1,"other",180000,170,68,410000
"678",82,31,135000,3,1,"Top_10",19500000,170,63,37100000
"679",73,26,37000,1,1,"other",4900000,170,68,0
"680",66,32,4000,1,1,"other",425000,190,84,616000
"681",73,25,17000,1,0,"other",5e+06,167,65,8900000
"682",65,21,2000,1,1,"other",825000,176,68,1400000
"683",74,34,28000,3,0,"other",2100000,184,77,4e+06
"684",69,24,5000,1,1,"other",1400000,174,69,2e+06
"685",64,31,5000,1,0,"other",325000,180,69,536000
"686",68,24,6000,1,1,"other",1100000,195,92,1600000
"687",63,31,1000,1,1,"other",270000,183,74,419000
"688",68,35,5000,1,1,"other",250000,176,75,475000
"689",68,23,2000,1,0,"other",1100000,183,74,1600000
"690",79,31,0,1,0,"other",0,176,73,0
"691",75,24,46000,1,1,"Top_30",9e+06,180,66,18900000
"692",54,20,1000,1,1,"other",110000,178,67,215000
"693",69,26,4000,1,1,"other",1100000,182,76,1800000
"694",66,31,6000,1,0,"other",575000,178,74,1e+06
"695",72,22,9000,1,1,"other",4200000,189,83,7500000
"696",66,24,3000,1,1,"other",9e+05,188,85,1400000
"697",62,21,1000,1,1,"other",450000,178,69,788000
"698",53,20,2000,1,1,"other",130000,192,80,0
"699",66,27,3000,1,1,"other",650000,185,82,1e+06
"700",76,30,26000,1,0,"other",6500000,178,73,13700000
"701",64,22,2000,1,0,"other",6e+05,178,73,915000
"702",56,20,1000,1,1,"other",2e+05,191,82,375000
"703",54,17,1000,1,0,"other",130000,185,75,306000
"704",66,30,1000,1,0,"other",525000,183,75,814000
"705",80,35,28000,2,0,"other",4500000,180,72,7600000
"706",82,26,49000,2,0,"other",2.6e+07,184,82,46200000
"707",67,20,3000,1,0,"other",1300000,176,72,1900000
"708",63,20,1000,1,1,"other",825000,180,66,1500000
"709",58,17,1000,1,1,"other",250000,178,72,613000
"710",66,19,3000,1,1,"other",1200000,170,60,0
"711",67,20,4000,1,0,"other",1300000,183,71,2700000
"712",80,26,88000,2,0,"other",1.8e+07,167,59,35600000
"713",68,25,4000,1,0,"other",1100000,185,70,2e+06
"714",67,25,3000,1,1,"other",9e+05,174,69,1900000
"715",73,28,1000,1,0,"other",4100000,181,76,8700000
"716",75,23,42000,1,0,"Top_20",8500000,174,71,17900000
"717",64,29,5000,1,0,"other",375000,191,81,544000
"718",66,20,2000,1,1,"other",975000,177,70,1400000
"719",65,27,1000,1,1,"other",525000,175,75,748000
"720",63,24,2000,1,1,"other",5e+05,182,70,813000
"721",63,23,2000,1,0,"other",5e+05,185,84,975000
"722",71,29,6000,1,1,"other",2e+06,178,79,3e+06
"723",72,30,5000,1,0,"other",2500000,192,81,3100000
"724",70,37,3000,1,0,"other",375000,177,70,563000
"725",85,27,205000,3,0,"Top_10",3.8e+07,173,73,80800000
"726",65,30,3000,1,1,"other",525000,174,70,788000
"727",72,26,8000,1,0,"other",3900000,170,68,8200000
"728",68,25,4000,1,1,"other",1e+06,183,76,1400000
"729",70,25,4000,1,1,"other",2100000,185,78,4600000
"730",75,27,57000,1,1,"other",6e+06,167,73,11400000
"731",72,20,7000,1,1,"Top_20",6e+06,175,67,15800000
"732",70,24,10000,1,0,"other",2100000,186,76,3100000
"733",61,20,2000,1,0,"other",4e+05,177,60,780000
"734",61,25,2000,1,1,"other",325000,177,62,593000
"735",75,34,10000,2,0,"other",3400000,180,76,4200000
"736",64,23,3000,1,1,"other",550000,199,93,1e+06
"737",70,27,21000,2,1,"other",1800000,185,77,3500000
"738",71,22,9000,1,1,"other",3300000,180,70,0
"739",65,19,1000,1,0,"other",950000,171,63,1500000
"740",73,21,18000,1,1,"other",7e+06,177,69,16100000
"741",60,18,2000,1,1,"other",375000,181,81,984000
"742",77,22,14000,1,0,"Top_10",11500000,178,68,0
"743",55,21,2000,1,1,"other",110000,185,79,0
"744",70,33,8000,1,0,"other",875000,187,77,1800000
"745",56,24,2000,1,1,"other",110000,182,70,193000
"746",70,24,7000,1,1,"other",2200000,196,85,3600000
"747",65,25,3000,1,0,"other",675000,192,80,1200000
"748",65,26,3000,1,0,"other",6e+05,182,77,795000
"749",64,27,1000,1,0,"other",450000,184,80,596000
"750",62,20,1000,1,1,"other",550000,180,70,0
"751",64,21,1000,1,0,"other",925000,188,76,1700000
"752",64,28,2000,1,0,"other",450000,178,69,563000
"753",71,30,6000,1,0,"other",2200000,176,73,3800000
"754",63,26,1000,1,1,"other",450000,184,80,596000
"755",71,24,5000,1,0,"other",3300000,189,77,0
"756",66,25,1000,1,1,"other",725000,179,70,1200000
"757",86,27,245000,3,1,"Top_10",5.1e+07,176,79,108400000
"758",69,24,2000,1,1,"other",1400000,173,68,2600000
"759",64,24,1000,1,1,"other",6e+05,192,86,960000
"760",66,32,1000,1,0,"other",425000,186,79,574000
"761",71,25,13000,1,0,"other",2700000,178,76,5400000
"762",79,26,47000,2,1,"Top_20",1.5e+07,186,75,26600000
"763",70,25,17000,1,1,"other",2100000,180,74,4100000
"764",77,32,11000,2,0,"other",7e+06,192,78,8800000
"765",51,18,1000,1,1,"other",80000,191,77,2e+05
"766",71,35,5000,2,0,"other",750000,186,81,1400000
"767",59,19,2000,1,1,"other",325000,166,64,756000
"768",60,18,1000,1,1,"other",425000,168,67,839000
"769",76,25,28000,2,0,"other",8500000,185,81,15100000
"770",74,34,9000,2,0,"other",2100000,189,80,3100000
"771",64,28,2000,1,0,"other",375000,178,72,656000
"772",62,21,1000,1,0,"other",475000,195,88,689000
"773",73,30,20000,2,1,"other",3800000,184,85,6400000
"774",58,19,1000,1,1,"other",270000,180,70,560000
"775",72,30,21000,1,1,"other",2500000,191,82,4200000
"776",64,22,1000,1,1,"other",575000,187,75,0
"777",68,28,5000,1,0,"other",9e+05,178,78,1200000
"778",74,22,13000,1,0,"other",7500000,182,67,12800000
"779",67,23,3000,1,0,"other",1e+06,183,78,1800000
"780",79,31,28000,2,0,"other",1.1e+07,178,79,15400000
"781",58,21,1000,1,1,"other",210000,175,75,305000
"782",67,32,6000,1,0,"other",475000,176,66,950000
"783",67,32,4000,1,1,"other",6e+05,183,77,870000
"784",72,21,5000,1,1,"other",3900000,186,80,6100000
"785",78,28,36000,2,0,"other",10500000,182,76,17900000
"786",58,19,1000,1,1,"other",280000,190,80,623000
"787",57,21,1000,1,1,"other",140000,178,64,228000
"788",49,18,1000,1,1,"other",60000,178,68,165000
"789",72,22,6000,1,0,"other",3900000,165,64,6200000
"790",61,21,1000,1,1,"other",425000,177,73,744000
"791",67,25,7000,1,1,"other",975000,191,83,1900000
"792",66,29,5000,1,1,"other",625000,179,81,906000
"793",75,29,1000,1,0,"Top_30",6500000,188,79,14800000
"794",65,22,13000,1,1,"other",8e+05,187,80,1700000
"795",73,27,17000,1,0,"other",3600000,191,88,6900000
"796",66,24,2000,1,0,"other",875000,175,65,1700000
"797",69,29,4000,1,0,"other",1e+06,180,79,1500000
"798",71,35,7000,1,1,"other",1e+06,176,78,1400000
"799",62,25,2000,1,0,"other",325000,183,77,528000
"800",71,38,7000,1,0,"other",475000,183,81,713000
"801",68,29,19000,1,1,"other",9e+05,176,72,1700000
"802",70,31,2000,1,0,"other",1300000,182,79,1700000
"803",61,31,1000,1,0,"other",220000,180,76,297000
"804",72,27,14000,2,1,"other",2800000,186,75,3600000
"805",69,33,0,1,0,"other",0,176,72,0
"806",55,20,1000,1,1,"other",170000,169,61,336000
"807",82,28,1000,2,0,"other",1.9e+07,187,80,41800000
"808",76,31,25000,1,0,"other",5500000,175,68,10500000
"809",59,19,1000,1,0,"other",250000,180,70,388000
"810",58,21,1000,1,1,"other",210000,180,70,368000
"811",64,33,2000,1,1,"other",270000,174,71,365000
"812",70,28,5000,1,0,"other",1700000,185,81,2700000
"813",60,19,1000,1,1,"other",350000,181,71,0
"814",64,21,1000,1,1,"other",625000,190,79,1100000
"815",73,24,42000,1,1,"other",4500000,186,79,8800000
"816",54,18,2000,1,1,"other",140000,174,71,354000
"817",59,19,1000,1,1,"other",325000,172,64,0
"818",67,25,5000,1,1,"other",875000,193,75,0
"819",67,27,4000,1,0,"other",8e+05,179,68,1100000
"820",72,27,0,1,0,"other",0,171,66,0
"821",78,28,52000,2,1,"other",10500000,190,85,17900000
"822",54,18,1000,1,1,"other",140000,192,84,343000
"823",79,33,76000,2,0,"Top_20",5500000,180,77,10500000
"824",66,26,4000,1,0,"other",775000,170,55,1400000
"825",70,28,3000,1,1,"other",1500000,183,74,2400000
"826",57,21,2000,1,1,"other",150000,188,81,315000
"827",59,23,1000,1,1,"other",220000,182,73,363000
"828",81,23,82000,1,1,"other",24500000,178,67,51500000
"829",62,24,3000,1,1,"other",375000,192,85,9e+05
"830",61,26,4000,1,1,"other",290000,170,70,5e+05
"831",67,29,2000,1,1,"other",750000,180,72,1200000
"832",70,29,15000,2,1,"other",1500000,177,75,2600000
"833",65,22,5000,1,0,"other",8e+05,191,82,1200000
"834",63,24,1000,1,0,"other",5e+05,179,66,913000
"835",73,33,15000,1,1,"other",2500000,177,79,3800000
"836",65,26,3000,1,1,"other",625000,187,84,1e+06
"837",58,19,1000,1,1,"other",270000,186,82,641000
"838",67,28,5000,1,1,"other",650000,173,64,1300000
"839",76,27,32000,1,0,"other",8e+06,182,79,13600000
"840",64,23,2000,1,0,"other",675000,170,71,1100000
"841",67,28,2000,1,0,"other",775000,188,85,1e+06
"842",79,22,45000,2,1,"other",17500000,173,67,36800000
"843",72,26,19000,1,0,"other",3500000,190,84,6700000
"844",65,22,1000,1,0,"other",725000,185,74,1100000
"845",63,19,1000,1,1,"other",625000,169,66,1200000
"846",78,32,24000,2,0,"other",6500000,177,74,13700000
"847",75,30,23000,1,0,"other",5500000,185,74,11600000
"848",67,22,1000,1,0,"other",925000,184,81,1500000
"849",63,24,2000,1,1,"other",5e+05,176,69,975000
"850",78,27,25000,1,0,"other",9500000,188,78,16200000
"851",61,19,5000,1,1,"other",550000,174,70,1400000
"852",65,22,4000,1,0,"other",675000,193,87,1300000
"853",66,31,4000,1,0,"other",475000,185,72,831000
"854",67,21,1000,1,1,"other",1400000,179,71,0
"855",63,22,3000,1,1,"other",575000,180,70,1200000
"856",63,24,2000,1,0,"other",425000,181,73,776000
"857",65,31,2000,1,0,"other",4e+05,184,83,5e+05
"858",61,18,1000,1,1,"other",475000,181,76,1100000
"859",63,21,4000,1,1,"other",625000,168,60,1400000
"860",72,24,6000,1,0,"other",3700000,182,70,6200000
"861",52,19,1000,1,1,"other",90000,187,71,169000
"862",58,24,1000,1,1,"other",170000,184,88,268000
"863",71,30,13000,1,0,"other",1900000,195,88,3200000
"864",80,32,30000,2,0,"other",11500000,184,83,24200000
"865",63,20,1000,1,1,"other",7e+05,171,68,1400000
"866",72,21,1000,1,1,"other",4600000,180,71,10600000
"867",71,36,4000,1,0,"other",5e+05,176,73,775000
"868",79,33,19000,2,0,"other",7500000,177,71,11600000
"869",54,21,2000,1,1,"other",150000,181,64,326000
"870",66,26,2000,1,1,"other",750000,163,67,1100000
"871",72,27,8000,1,0,"other",3600000,172,67,5100000
"872",72,23,18000,1,1,"other",4200000,175,68,7800000
"873",63,24,1000,1,1,"other",5e+05,180,77,725000
"874",73,31,16000,1,0,"other",3500000,177,78,7e+06
"875",68,31,2000,1,0,"other",775000,175,70,969000
"876",69,25,9000,1,1,"other",1300000,192,90,2200000
"877",63,18,1000,1,0,"other",750000,174,67,1600000
"878",78,26,30000,1,0,"other",11500000,181,76,20400000
"879",55,20,1000,1,1,"other",130000,192,84,202000
"880",64,21,2000,1,1,"other",1e+06,173,68,2500000
"881",70,26,11000,1,0,"other",2e+06,187,82,3100000
"882",70,27,8000,1,0,"other",1800000,176,79,3700000
"883",82,30,29000,3,0,"other",21500000,192,83,34400000
"884",72,31,6000,1,0,"other",2300000,186,88,3e+06
"885",67,30,5000,1,0,"other",725000,185,79,1300000
"886",55,20,1000,1,1,"other",130000,182,73,254000
"887",71,27,18000,1,1,"other",2500000,175,67,0
"888",60,33,2000,1,1,"other",90000,178,67,140000
"889",69,27,8000,1,1,"other",1100000,186,80,1800000
"890",74,27,39000,1,0,"other",6e+06,182,72,11300000
